,name,bert-base-uncased,openai-clip-vit-base-patch32
0,CLIP,1.4671889543533325,2.088796615600586
1,lower,1.6995598077774048,2.3973207473754883
2,masked,1.616204857826233,2.089337110519409
3,Random,0.02182645909488201,0.023765649646520615
4,upper,1.6784770488739014,2.345529317855835
5,Zeroes,-0.2060544192790985,1.2915844917297363
