,name,bert-base-uncased,openai-clip-vit-base-patch32
0,CLIP,1.5700476169586182,-0.6471940875053406
1,lower,1.6010011434555054,-0.6212049722671509
2,masked,1.6022976636886597,-0.6410021781921387
3,Random,-0.6289971470832825,-1.11849844455719
4,upper,1.6053799390792847,-0.619762122631073
5,Zeroes,,
