,name,bert-base-uncased,openai-clip-vit-base-patch32
0,CLIP,561.7662353515625,478.9182434082031
1,lower,67.07015228271484,49.0859260559082
2,masked,84.43815612792969,60.071319580078125
3,Random,1865.7481689453125,1720.822021484375
4,upper,75.25477600097656,55.12834167480469
5,Zeroes,0.0,0.0
